	to_lang	title	to_id	from_id	from_title	authorid	workid	from_file	to_file	author_genre
urn:cts:greekLit:tlg0062.tlg031	eng	The Liar	urn:cts:greekLit:tlg0062.tlg031.perseus-eng4	urn:cts:greekLit:tlg0062.tlg031.perseus-grc2	Φιλοψευδὴς ἢ Ἀπιστῶν	tlg0062	tlg031	tlg0062.tlg031.perseus-grc2	tlg0062.tlg031.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg032	eng	The Judgement of the Goddesses	urn:cts:greekLit:tlg0062.tlg032.perseus-eng2	urn:cts:greekLit:tlg0062.tlg032.perseus-grc2	Θεῶν Κρίσις	tlg0062	tlg032	tlg0062.tlg032.perseus-grc2	tlg0062.tlg032.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg033	eng	On Salaried Posts in Great Houses	urn:cts:greekLit:tlg0062.tlg033.perseus-eng2	urn:cts:greekLit:tlg0062.tlg033.perseus-grc2	Περὶ τῶν ἐν Μισθῷ συνόντων	tlg0062	tlg033	tlg0062.tlg033.perseus-grc2	tlg0062.tlg033.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg033	eng	The Dependent Scholar	urn:cts:greekLit:tlg0062.tlg033.perseus-eng4	urn:cts:greekLit:tlg0062.tlg033.perseus-grc2	Περὶ τῶν ἐν Μισθῷ συνόντων	tlg0062	tlg033	tlg0062.tlg033.perseus-grc2	tlg0062.tlg033.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg034	eng	Anacharsis, or Athletics	urn:cts:greekLit:tlg0062.tlg034.perseus-eng2	urn:cts:greekLit:tlg0062.tlg034.perseus-grc2	Ἀνάχαρσις ἢ Περὶ Γυμνασίων	tlg0062	tlg034	tlg0062.tlg034.perseus-grc2	tlg0062.tlg034.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg034	eng	Anacharsis, a Discussion of Physical Training	urn:cts:greekLit:tlg0062.tlg034.perseus-eng4	urn:cts:greekLit:tlg0062.tlg034.perseus-grc2	Ἀνάχαρσις ἢ Περὶ Γυμνασίων	tlg0062	tlg034	tlg0062.tlg034.perseus-grc2	tlg0062.tlg034.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg035	eng	Menippus, or the Descent Into Hades	urn:cts:greekLit:tlg0062.tlg035.perseus-eng2	urn:cts:greekLit:tlg0062.tlg035.perseus-grc2	Μένιππος ἢ Νεκυομαντεία	tlg0062	tlg035	tlg0062.tlg035.perseus-grc2	tlg0062.tlg035.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg035	eng	Menippus	urn:cts:greekLit:tlg0062.tlg035.perseus-eng4	urn:cts:greekLit:tlg0062.tlg035.perseus-grc2	Μένιππος ἢ Νεκυομαντεία	tlg0062	tlg035	tlg0062.tlg035.perseus-grc2	tlg0062.tlg035.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg036	eng	On Funerals	urn:cts:greekLit:tlg0062.tlg036.perseus-eng2	urn:cts:greekLit:tlg0062.tlg036.perseus-grc2	Περὶ Πένθους	tlg0062	tlg036	tlg0062.tlg036.perseus-grc2	tlg0062.tlg036.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg036	eng	Of Mourning	urn:cts:greekLit:tlg0062.tlg036.perseus-eng4	urn:cts:greekLit:tlg0062.tlg036.perseus-grc2	Περὶ Πένθους	tlg0062	tlg036	tlg0062.tlg036.perseus-grc2	tlg0062.tlg036.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg037	eng	A Professor of Public Speaking	urn:cts:greekLit:tlg0062.tlg037.perseus-eng2	urn:cts:greekLit:tlg0062.tlg037.perseus-grc2	Ῥητόρων Διδάσκαλος	tlg0062	tlg037	tlg0062.tlg037.perseus-grc2	tlg0062.tlg037.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg037	eng	The Rhetorician’s Vade Mecum	urn:cts:greekLit:tlg0062.tlg037.perseus-eng4	urn:cts:greekLit:tlg0062.tlg037.perseus-grc2	Ῥητόρων Διδάσκαλος	tlg0062	tlg037	tlg0062.tlg037.perseus-grc2	tlg0062.tlg037.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg038	eng	Alexander the False Prophet	urn:cts:greekLit:tlg0062.tlg038.perseus-eng2	urn:cts:greekLit:tlg0062.tlg038.perseus-grc2	Ἀλέξανδρος ἢ Ψευδόμαντις	tlg0062	tlg038	tlg0062.tlg038.perseus-grc2	tlg0062.tlg038.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg038	eng	Alexander the Oracle-monger	urn:cts:greekLit:tlg0062.tlg038.perseus-eng4	urn:cts:greekLit:tlg0062.tlg038.perseus-grc2	Ἀλέξανδρος ἢ Ψευδόμαντις	tlg0062	tlg038	tlg0062.tlg038.perseus-grc2	tlg0062.tlg038.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg039	eng	Essays in Portraiture	urn:cts:greekLit:tlg0062.tlg039.perseus-eng2	urn:cts:greekLit:tlg0062.tlg039.perseus-grc2	Εἰκόνες	tlg0062	tlg039	tlg0062.tlg039.perseus-grc2	tlg0062.tlg039.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg039	eng	A Portrait-study	urn:cts:greekLit:tlg0062.tlg039.perseus-eng4	urn:cts:greekLit:tlg0062.tlg039.perseus-grc2	Εἰκόνες	tlg0062	tlg039	tlg0062.tlg039.perseus-grc2	tlg0062.tlg039.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg040	eng	Essays in Portraiture Defended	urn:cts:greekLit:tlg0062.tlg040.perseus-eng2	urn:cts:greekLit:tlg0062.tlg040.perseus-grc2	Ὑπὲρ τῶν Εἰκόνων	tlg0062	tlg040	tlg0062.tlg040.perseus-grc2	tlg0062.tlg040.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg040	eng	Defence of the ‘portrait-study’	urn:cts:greekLit:tlg0062.tlg040.perseus-eng4	urn:cts:greekLit:tlg0062.tlg040.perseus-grc2	Ὑπὲρ τῶν Εἰκόνων	tlg0062	tlg040	tlg0062.tlg040.perseus-grc2	tlg0062.tlg040.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg041	eng	The Goddesse of Surrye	urn:cts:greekLit:tlg0062.tlg041.perseus-eng2	urn:cts:greekLit:tlg0062.tlg041.perseus-grc2	Περὶ τῆς Συρίης Θεοῦ	tlg0062	tlg041	tlg0062.tlg041.perseus-grc2	tlg0062.tlg041.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg042	eng	The Passing of Peregrinus	urn:cts:greekLit:tlg0062.tlg042.perseus-eng2	urn:cts:greekLit:tlg0062.tlg042.perseus-grc2	Περὶ τῆς Περεγρίνου Τελευτῆς	tlg0062	tlg042	tlg0062.tlg042.perseus-grc2	tlg0062.tlg042.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg042	eng	The Death of Peregrine	urn:cts:greekLit:tlg0062.tlg042.perseus-eng4	urn:cts:greekLit:tlg0062.tlg042.perseus-grc2	Περὶ τῆς Περεγρίνου Τελευτῆς	tlg0062	tlg042	tlg0062.tlg042.perseus-grc2	tlg0062.tlg042.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg043	eng	The Runaways	urn:cts:greekLit:tlg0062.tlg043.perseus-eng2	urn:cts:greekLit:tlg0062.tlg043.perseus-grc2	Δραπέται	tlg0062	tlg043	tlg0062.tlg043.perseus-grc2	tlg0062.tlg043.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg043	eng	The Runaways	urn:cts:greekLit:tlg0062.tlg043.perseus-eng4	urn:cts:greekLit:tlg0062.tlg043.perseus-grc2	Δραπέται	tlg0062	tlg043	tlg0062.tlg043.perseus-grc2	tlg0062.tlg043.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg044	eng	Toxaris, or Friendship	urn:cts:greekLit:tlg0062.tlg044.perseus-eng2	urn:cts:greekLit:tlg0062.tlg044.perseus-grc2	Τόξαρις ἢ Φιλία	tlg0062	tlg044	tlg0062.tlg044.perseus-grc2	tlg0062.tlg044.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg044	eng	Toxaris: a Dialogue of Friendship	urn:cts:greekLit:tlg0062.tlg044.perseus-eng4	urn:cts:greekLit:tlg0062.tlg044.perseus-grc2	Τόξαρις ἢ Φιλία	tlg0062	tlg044	tlg0062.tlg044.perseus-grc2	tlg0062.tlg044.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg044	eng	Toxaris; Or, Friendship	urn:cts:greekLit:tlg0062.tlg044.perseus-eng5	urn:cts:greekLit:tlg0062.tlg044.perseus-grc2	Τόξαρις ἢ Φιλία	tlg0062	tlg044	tlg0062.tlg044.perseus-grc2	tlg0062.tlg044.perseus-eng5	Sophistae
urn:cts:greekLit:tlg0062.tlg045	eng	The Dance	urn:cts:greekLit:tlg0062.tlg045.perseus-eng2	urn:cts:greekLit:tlg0062.tlg045.perseus-grc2	Περὶ Ὀρχήσεως	tlg0062	tlg045	tlg0062.tlg045.perseus-grc2	tlg0062.tlg045.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg045	eng	Of Pantomime	urn:cts:greekLit:tlg0062.tlg045.perseus-eng4	urn:cts:greekLit:tlg0062.tlg045.perseus-grc2	Περὶ Ὀρχήσεως	tlg0062	tlg045	tlg0062.tlg045.perseus-grc2	tlg0062.tlg045.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg046	eng	Lexiphanes	urn:cts:greekLit:tlg0062.tlg046.perseus-eng2	urn:cts:greekLit:tlg0062.tlg046.perseus-grc2	Λεξιφάνης	tlg0062	tlg046	tlg0062.tlg046.perseus-grc2	tlg0062.tlg046.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg046	eng	Lexiphanes	urn:cts:greekLit:tlg0062.tlg046.perseus-eng4	urn:cts:greekLit:tlg0062.tlg046.perseus-grc2	Λεξιφάνης	tlg0062	tlg046	tlg0062.tlg046.perseus-grc2	tlg0062.tlg046.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg047	eng	The Eunuch	urn:cts:greekLit:tlg0062.tlg047.perseus-eng2	urn:cts:greekLit:tlg0062.tlg047.perseus-grc2	Εὐνοῦχος	tlg0062	tlg047	tlg0062.tlg047.perseus-grc2	tlg0062.tlg047.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg048	eng	Astrology	urn:cts:greekLit:tlg0062.tlg048.perseus-eng2	urn:cts:greekLit:tlg0062.tlg048.perseus-grc2	Περὶ τῆς Ἀστρολογίας	tlg0062	tlg048	tlg0062.tlg048.perseus-grc2	tlg0062.tlg048.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg049	eng	The Mistaken Critic, or a Discourse on the Word	urn:cts:greekLit:tlg0062.tlg049.perseus-eng2	urn:cts:greekLit:tlg0062.tlg049.perseus-grc2	Ψευδολογιστής	tlg0062	tlg049	tlg0062.tlg049.perseus-grc2	tlg0062.tlg049.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg050	eng	The Parliament of the Gods	urn:cts:greekLit:tlg0062.tlg050.perseus-eng2	urn:cts:greekLit:tlg0062.tlg050.perseus-grc2	Θεῶν Ἐκκλησία	tlg0062	tlg050	tlg0062.tlg050.perseus-grc2	tlg0062.tlg050.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg050	eng	The Gods in Council	urn:cts:greekLit:tlg0062.tlg050.perseus-eng4	urn:cts:greekLit:tlg0062.tlg050.perseus-grc2	Θεῶν Ἐκκλησία	tlg0062	tlg050	tlg0062.tlg050.perseus-grc2	tlg0062.tlg050.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg051	eng	The Tyrannicide	urn:cts:greekLit:tlg0062.tlg051.perseus-eng2	urn:cts:greekLit:tlg0062.tlg051.perseus-grc2	Τυραννοκτόνος	tlg0062	tlg051	tlg0062.tlg051.perseus-grc2	tlg0062.tlg051.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg051	eng	The Tyrannicide	urn:cts:greekLit:tlg0062.tlg051.perseus-eng4	urn:cts:greekLit:tlg0062.tlg051.perseus-grc2	Τυραννοκτόνος	tlg0062	tlg051	tlg0062.tlg051.perseus-grc2	tlg0062.tlg051.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg052	eng	Disowned	urn:cts:greekLit:tlg0062.tlg052.perseus-eng2	urn:cts:greekLit:tlg0062.tlg052.perseus-grc2	Ἀποκηρυττόμενος	tlg0062	tlg052	tlg0062.tlg052.perseus-grc2	tlg0062.tlg052.perseus-eng2	Sophistae
urn:cts:greekLit:tlg0062.tlg052	eng	The Disinherited	urn:cts:greekLit:tlg0062.tlg052.perseus-eng4	urn:cts:greekLit:tlg0062.tlg052.perseus-grc2	Ἀποκηρυττόμενος	tlg0062	tlg052	tlg0062.tlg052.perseus-grc2	tlg0062.tlg052.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg053	eng	How to write history	urn:cts:greekLit:tlg0062.tlg053.perseus-eng3	urn:cts:greekLit:tlg0062.tlg053.perseus-grc2	Πῶς δεῖ Ἱστορίαν συγγράφειν	tlg0062	tlg053	tlg0062.tlg053.perseus-grc2	tlg0062.tlg053.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg053	eng	How to write history	urn:cts:greekLit:tlg0062.tlg053.perseus-eng3	urn:cts:greekLit:tlg0062.tlg053.perseus-grc3	Πῶς δεῖ ἱστορίαν συγγράφειν	tlg0062	tlg053	tlg0062.tlg053.perseus-grc3	tlg0062.tlg053.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg053	eng	The Way To Write History	urn:cts:greekLit:tlg0062.tlg053.perseus-eng4	urn:cts:greekLit:tlg0062.tlg053.perseus-grc2	Πῶς δεῖ Ἱστορίαν συγγράφειν	tlg0062	tlg053	tlg0062.tlg053.perseus-grc2	tlg0062.tlg053.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg053	eng	The Way To Write History	urn:cts:greekLit:tlg0062.tlg053.perseus-eng4	urn:cts:greekLit:tlg0062.tlg053.perseus-grc3	Πῶς δεῖ ἱστορίαν συγγράφειν	tlg0062	tlg053	tlg0062.tlg053.perseus-grc3	tlg0062.tlg053.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg054	eng	The Dipsads	urn:cts:greekLit:tlg0062.tlg054.perseus-eng3	urn:cts:greekLit:tlg0062.tlg054.perseus-grc2	Περὶ τῶν Διψάδων	tlg0062	tlg054	tlg0062.tlg054.perseus-grc2	tlg0062.tlg054.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg054	eng	The Dipsads	urn:cts:greekLit:tlg0062.tlg054.perseus-eng3	urn:cts:greekLit:tlg0062.tlg054.perseus-grc3	Περὶ τῶν διψάδων	tlg0062	tlg054	tlg0062.tlg054.perseus-grc3	tlg0062.tlg054.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg054	eng	Dipsas, the Thirst-snake	urn:cts:greekLit:tlg0062.tlg054.perseus-eng4	urn:cts:greekLit:tlg0062.tlg054.perseus-grc2	Περὶ τῶν Διψάδων	tlg0062	tlg054	tlg0062.tlg054.perseus-grc2	tlg0062.tlg054.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg054	eng	Dipsas, the Thirst-snake	urn:cts:greekLit:tlg0062.tlg054.perseus-eng4	urn:cts:greekLit:tlg0062.tlg054.perseus-grc3	Περὶ τῶν διψάδων	tlg0062	tlg054	tlg0062.tlg054.perseus-grc3	tlg0062.tlg054.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg055	eng	A Conversation with Cronus	urn:cts:greekLit:tlg0062.tlg055.perseus-eng3	urn:cts:greekLit:tlg0062.tlg055.perseus-grc2	Τὰ πρὸς Κρόνον	tlg0062	tlg055	tlg0062.tlg055.perseus-grc2	tlg0062.tlg055.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg055	eng	A Conversation with Cronus	urn:cts:greekLit:tlg0062.tlg055.perseus-eng3	urn:cts:greekLit:tlg0062.tlg055.perseus-grc3	Τὰ πρὸς Κρόνον	tlg0062	tlg055	tlg0062.tlg055.perseus-grc3	tlg0062.tlg055.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg055	eng	Saturnalia	urn:cts:greekLit:tlg0062.tlg055.perseus-eng4	urn:cts:greekLit:tlg0062.tlg055.perseus-grc2	Τὰ πρὸς Κρόνον	tlg0062	tlg055	tlg0062.tlg055.perseus-grc2	tlg0062.tlg055.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg055	eng	Saturnalia	urn:cts:greekLit:tlg0062.tlg055.perseus-eng4	urn:cts:greekLit:tlg0062.tlg055.perseus-grc3	Τὰ πρὸς Κρόνον	tlg0062	tlg055	tlg0062.tlg055.perseus-grc3	tlg0062.tlg055.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg056	eng	Herodotus or Aëtion	urn:cts:greekLit:tlg0062.tlg056.perseus-eng3	urn:cts:greekLit:tlg0062.tlg056.perseus-grc2	Ἡρόδοτος ἢ Ἀετίων	tlg0062	tlg056	tlg0062.tlg056.perseus-grc2	tlg0062.tlg056.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg056	eng	Herodotus or Aëtion	urn:cts:greekLit:tlg0062.tlg056.perseus-eng3	urn:cts:greekLit:tlg0062.tlg056.perseus-grc3	Ἡρόδοτος ἢ Ἀετίων	tlg0062	tlg056	tlg0062.tlg056.perseus-grc3	tlg0062.tlg056.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg056	eng	Herodotus and Aetion	urn:cts:greekLit:tlg0062.tlg056.perseus-eng4	urn:cts:greekLit:tlg0062.tlg056.perseus-grc2	Ἡρόδοτος ἢ Ἀετίων	tlg0062	tlg056	tlg0062.tlg056.perseus-grc2	tlg0062.tlg056.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg056	eng	Herodotus and Aetion	urn:cts:greekLit:tlg0062.tlg056.perseus-eng4	urn:cts:greekLit:tlg0062.tlg056.perseus-grc3	Ἡρόδοτος ἢ Ἀετίων	tlg0062	tlg056	tlg0062.tlg056.perseus-grc3	tlg0062.tlg056.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg057	eng	Zeuxis or Antiochus	urn:cts:greekLit:tlg0062.tlg057.perseus-eng3	urn:cts:greekLit:tlg0062.tlg057.perseus-grc2	Ζεύξις ἢ Ἀντίοχος	tlg0062	tlg057	tlg0062.tlg057.perseus-grc2	tlg0062.tlg057.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg057	eng	Zeuxis or Antiochus	urn:cts:greekLit:tlg0062.tlg057.perseus-eng3	urn:cts:greekLit:tlg0062.tlg057.perseus-grc3	Ζεῦξις ἢ Ἀντίοχος	tlg0062	tlg057	tlg0062.tlg057.perseus-grc3	tlg0062.tlg057.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg057	eng	Zeuxis and Antiochus	urn:cts:greekLit:tlg0062.tlg057.perseus-eng4	urn:cts:greekLit:tlg0062.tlg057.perseus-grc2	Ζεύξις ἢ Ἀντίοχος	tlg0062	tlg057	tlg0062.tlg057.perseus-grc2	tlg0062.tlg057.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg057	eng	Zeuxis and Antiochus	urn:cts:greekLit:tlg0062.tlg057.perseus-eng4	urn:cts:greekLit:tlg0062.tlg057.perseus-grc3	Ζεῦξις ἢ Ἀντίοχος	tlg0062	tlg057	tlg0062.tlg057.perseus-grc3	tlg0062.tlg057.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg058	eng	A Slip of the Tongue in Greeting	urn:cts:greekLit:tlg0062.tlg058.perseus-eng3	urn:cts:greekLit:tlg0062.tlg058.perseus-grc2	Ὑπὲρ τοῦ ἐν τῇ Προσαγορεύσει Πταίσματος	tlg0062	tlg058	tlg0062.tlg058.perseus-grc2	tlg0062.tlg058.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg058	eng	A Slip of the Tongue in Greeting	urn:cts:greekLit:tlg0062.tlg058.perseus-eng3	urn:cts:greekLit:tlg0062.tlg058.perseus-grc3	Ὑπέρ τοῦ ἐν τῇ προσαγορεύσει πταισμάτως	tlg0062	tlg058	tlg0062.tlg058.perseus-grc3	tlg0062.tlg058.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg058	eng	A Slip of the Tongue in Salutation	urn:cts:greekLit:tlg0062.tlg058.perseus-eng4	urn:cts:greekLit:tlg0062.tlg058.perseus-grc2	Ὑπὲρ τοῦ ἐν τῇ Προσαγορεύσει Πταίσματος	tlg0062	tlg058	tlg0062.tlg058.perseus-grc2	tlg0062.tlg058.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg058	eng	A Slip of the Tongue in Salutation	urn:cts:greekLit:tlg0062.tlg058.perseus-eng4	urn:cts:greekLit:tlg0062.tlg058.perseus-grc3	Ὑπέρ τοῦ ἐν τῇ προσαγορεύσει πταισμάτως	tlg0062	tlg058	tlg0062.tlg058.perseus-grc3	tlg0062.tlg058.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg059	eng	Harmonides	urn:cts:greekLit:tlg0062.tlg059.perseus-eng3	urn:cts:greekLit:tlg0062.tlg059.perseus-grc2	Ἀπολογία	tlg0062	tlg059	tlg0062.tlg059.perseus-grc2	tlg0062.tlg059.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg059	eng	Harmonides	urn:cts:greekLit:tlg0062.tlg059.perseus-eng3	urn:cts:greekLit:tlg0062.tlg059.perseus-grc3	Ἁρμονίδης	tlg0062	tlg059	tlg0062.tlg059.perseus-grc3	tlg0062.tlg059.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg059	eng	Apology For ‘the Dependent Scholar’	urn:cts:greekLit:tlg0062.tlg059.perseus-eng4	urn:cts:greekLit:tlg0062.tlg059.perseus-grc2	Ἀπολογία	tlg0062	tlg059	tlg0062.tlg059.perseus-grc2	tlg0062.tlg059.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg059	eng	Apology For ‘the Dependent Scholar’	urn:cts:greekLit:tlg0062.tlg059.perseus-eng4	urn:cts:greekLit:tlg0062.tlg059.perseus-grc3	Ἁρμονίδης	tlg0062	tlg059	tlg0062.tlg059.perseus-grc3	tlg0062.tlg059.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg060	eng	Harmonides	urn:cts:greekLit:tlg0062.tlg060.perseus-eng3	urn:cts:greekLit:tlg0062.tlg060.perseus-grc2	Ἁρμονίδης	tlg0062	tlg060	tlg0062.tlg060.perseus-grc2	tlg0062.tlg060.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg060	eng	Harmonides	urn:cts:greekLit:tlg0062.tlg060.perseus-eng3	urn:cts:greekLit:tlg0062.tlg060.perseus-grc3	Ἁρμονίδης	tlg0062	tlg060	tlg0062.tlg060.perseus-grc3	tlg0062.tlg060.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg060	eng	Harmonides	urn:cts:greekLit:tlg0062.tlg060.perseus-eng4	urn:cts:greekLit:tlg0062.tlg060.perseus-grc2	Ἁρμονίδης	tlg0062	tlg060	tlg0062.tlg060.perseus-grc2	tlg0062.tlg060.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg060	eng	Harmonides	urn:cts:greekLit:tlg0062.tlg060.perseus-eng4	urn:cts:greekLit:tlg0062.tlg060.perseus-grc3	Ἁρμονίδης	tlg0062	tlg060	tlg0062.tlg060.perseus-grc3	tlg0062.tlg060.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg061	eng	A conversation with Hesiod	urn:cts:greekLit:tlg0062.tlg061.perseus-eng3	urn:cts:greekLit:tlg0062.tlg061.perseus-grc2	Διάλογος πρὸς Ἡσίοδον	tlg0062	tlg061	tlg0062.tlg061.perseus-grc2	tlg0062.tlg061.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg061	eng	A conversation with Hesiod	urn:cts:greekLit:tlg0062.tlg061.perseus-eng3	urn:cts:greekLit:tlg0062.tlg061.perseus-grc3	Διάλογος πρὸς Ἡσίοδον	tlg0062	tlg061	tlg0062.tlg061.perseus-grc3	tlg0062.tlg061.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg061	eng	A Word with Hesiod	urn:cts:greekLit:tlg0062.tlg061.perseus-eng4	urn:cts:greekLit:tlg0062.tlg061.perseus-grc2	Διάλογος πρὸς Ἡσίοδον	tlg0062	tlg061	tlg0062.tlg061.perseus-grc2	tlg0062.tlg061.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg061	eng	A Word with Hesiod	urn:cts:greekLit:tlg0062.tlg061.perseus-eng4	urn:cts:greekLit:tlg0062.tlg061.perseus-grc3	Διάλογος πρὸς Ἡσίοδον	tlg0062	tlg061	tlg0062.tlg061.perseus-grc3	tlg0062.tlg061.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg062	eng	The Scythian or Consul	urn:cts:greekLit:tlg0062.tlg062.perseus-eng3	urn:cts:greekLit:tlg0062.tlg062.perseus-grc2	Σκύθης ἢ Πρόξενος	tlg0062	tlg062	tlg0062.tlg062.perseus-grc2	tlg0062.tlg062.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg062	eng	The Scythian or Consul	urn:cts:greekLit:tlg0062.tlg062.perseus-eng3	urn:cts:greekLit:tlg0062.tlg062.perseus-grc3	Σκύθης ἢ πρόξενος	tlg0062	tlg062	tlg0062.tlg062.perseus-grc3	tlg0062.tlg062.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg062	eng	The Scythian	urn:cts:greekLit:tlg0062.tlg062.perseus-eng4	urn:cts:greekLit:tlg0062.tlg062.perseus-grc2	Σκύθης ἢ Πρόξενος	tlg0062	tlg062	tlg0062.tlg062.perseus-grc2	tlg0062.tlg062.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg062	eng	The Scythian	urn:cts:greekLit:tlg0062.tlg062.perseus-eng4	urn:cts:greekLit:tlg0062.tlg062.perseus-grc3	Σκύθης ἢ πρόξενος	tlg0062	tlg062	tlg0062.tlg062.perseus-grc3	tlg0062.tlg062.perseus-eng4	Sophistae
urn:cts:greekLit:tlg0062.tlg063	eng	The Scythian or Consul	urn:cts:greekLit:tlg0062.tlg063.perseus-eng3	urn:cts:greekLit:tlg0062.tlg063.perseus-grc2	Ἑρμότιμος ἢ Περὶ Αἱρέσεων	tlg0062	tlg063	tlg0062.tlg063.perseus-grc2	tlg0062.tlg063.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg063	eng	The Scythian or Consul	urn:cts:greekLit:tlg0062.tlg063.perseus-eng3	urn:cts:greekLit:tlg0062.tlg063.perseus-grc3	Σκύθης ἢ πρόξενος	tlg0062	tlg063	tlg0062.tlg063.perseus-grc3	tlg0062.tlg063.perseus-eng3	Sophistae
urn:cts:greekLit:tlg0062.tlg063	eng	Hermotimus, or the Rival Philosophies	urn:cts:greekLit:tlg0062.tlg063.perseus-eng4	urn:cts:greekLit:tlg0062.tlg063.perseus-grc2	Ἑρμότιμος ἢ Περὶ Αἱρέσεων	tlg0062	tlg063	tlg0062.tlg063.perseus-grc2	tlg0062.tlg063.perseus-eng4	Sophistae
